seed mass,whole plant height,leaf photosynthetic rate per leaf dry mass,leaf area per leaf dry mass,leaf nitrogen content per leaf dry mass,leaf phosphorus content per leaf dry mass,Species
0.017,0.7314285714285714,NA,4.984,NA,NA,Juncus conglomeratus
0.02042,0.7967012857142857,NA,9.218301912263158,13.24623,NA,Juncus effusus
0.026666666666666665,0.3388,NA,4.341106753583333,NA,NA,Juncus inflexus
0.07625,0.205625,NA,5.918,NA,NA,Juncus squarrosus
1.775,0.3130909090909091,NA,35.80944767612903,NA,NA,Lamium album
0.8260671428571429,0.5074725714285714,NA,44.923289260714284,NA,NA,Lapsana communis
18.83898,0.535,NA,NA,NA,NA,Lathyrus aphaca
9.37,0.3666666666666667,NA,19.429166666666667,NA,NA,Lathyrus nissolia
11.3875,0.5486363636363636,NA,35.743370585526314,NA,NA,Lathyrus pratensis
89.44086486486486,0.51995,NA,22.7605,NA,NA,Lathyrus sativus
1.2038,0.06323039215588236,NA,24.282335277333335,NA,NA,Leontodon hispidus
0.495,0.34590625,0.442477876,17.9973690703125,27.263127450000002,1.5137533333333333,Leucanthemum vulgare
2.6686923076923077,0.39375,0.006255069583333333,34.96383575808241,35.121586666666666,NA,Lolium multiflorum
1.9440224864864866,0.21544157142857143,NA,25.407185622692307,31.10111,NA,Lolium perenne
2.11,NA,NA,NA,NA,NA,Lolium pratense
NA,1.17,NA,8.996855598425551,NA,NA,Lonicera caerulea
5.238666666666666,4.0625,NA,14.2,NA,NA,Lonicera periclymenum
1.210336537313433,0.16548888888888888,NA,22.02111941132353,29.01344,NA,Lotus corniculatus
0.599,0.3416666666666667,NA,25.936472000000002,NA,NA,Lotus pedunculatus
0.6314444444444445,0.18958333333375,NA,24.390169726153847,NA,NA,Luzula campestris
1.0542857142857143,0.16999999999999998,NA,24.817214674,NA,NA,Luzula multiflora
0.2916666666666667,0.6,NA,63.076,NA,NA,Lycopus europaeus
0.042,0.42,NA,32.3609993575,NA,NA,Lysimachia nummularia
25.41,6.266766666666666,NA,16.118402500427077,22,1.4,Malus sylvestris
NA,0.235,NA,41,NA,NA,Matricaria chamomilla
NA,0.175,NA,23.325,NA,NA,Matricaria discoidea
3.0202857142857145,0.4153846153846154,NA,20.185,NA,NA,Medicago polymorpha
2.763333333333333,0.41875,NA,39.6,NA,NA,Melica uniflora
0.12000000000000001,0.4666666666666667,NA,29.3932,NA,NA,Mentha aquatica
0.17466666666666666,0.3055555555555555,NA,43.80269230769231,NA,NA,Mentha arvensis
5.823333333333333,0.24444444444444444,NA,25.683333333333334,NA,NA,Mercurialis perennis
0.14533333333333334,0.18055555555555555,NA,36.1,NA,NA,Moehringia trinervia
0.6,0.8125,NA,19.71793103448276,NA,NA,Molinia caerulea
0.512625,0.22920454545454544,NA,28.6365778375,NA,NA,Myosotis arvensis
0.221443,0.24083333333333334,NA,30.331938333333333,NA,NA,Myosotis discolor
0.175,0.20541666666666666,NA,40.09888888888889,NA,NA,Myosotis laxa
0.2720909090909091,0.12722222222222224,NA,28.640588235294118,NA,NA,Myosotis ramosissima
0.30500000000000005,0.31166666666666665,NA,47.856105865714284,NA,NA,Myosotis scorpioides
0.2,0.32,NA,NA,NA,NA,Myosotis secunda
0.7446666666666667,0.225,NA,29.68,NA,NA,Myosotis sylvatica
0.181,0.31625,NA,42.225,NA,NA,Nasturtium officinale
0.15,NA,NA,NA,NA,NA,Odontites vernus
3.46,0.8,NA,41.6,NA,NA,Oenanthe crocata
1.4733333333333334,0.0925,NA,67.78857142857143,NA,NA,Oxalis acetosella
0.448,NA,NA,NA,NA,NA,Packera werneriifolia
0.019333333333333334,0.22,NA,NA,NA,NA,Parentucellia viscosa
2.032,0.6,NA,NA,NA,NA,Persicaria hydropiper
1.86,NA,NA,NA,NA,NA,Persicaria lapathifolia
2.186,1.1132916666666666,NA,28.64023608695652,NA,NA,Persicaria maculosa
1.549404,0.575,NA,NA,NA,NA,Petroselinum crispum
1.6685714285714286,0.6014285714285714,NA,29.616,NA,NA,Phacelia tanacetifolia
0.168,0.09214285714285714,NA,16.073719262857143,NA,NA,Phleum alpinum
0.27,NA,NA,NA,NA,NA,Phleum bertolonii
0.3787857142857143,0.31224324324324326,0.141068635,23.682393905121952,24.6288,NA,Phleum pratense
1.2671428571428571,2.1386,NA,15.02978236832,31.223333333333333,1.220909090909091,Phragmites australis
6.925062615384616,4.132779678574592,0.030754475,6.054248251184211,11.350000000000001,1.65,Picea abies
2.1560320833333333,16.527795744339304,NA,5.5688230291615834,13.204535,1.2,Picea sitchensis
1.31,0.425,NA,35.77777777777778,NA,NA,Picris echioides
0.19,0.020642857142857143,NA,14.483969092857143,NA,NA,Pilosella officinarum
1.163625,0.1409145299153846,NA,18.8087439924,NA,NA,Pimpinella saxifraga
6.86829975,13.185179461961239,0.034700140000000004,4.927048880088367,15.108726,1.6810171428571428,Pinus sylvestris
1.526975219512195,0.20554350000000002,0.24401369850000001,19.23134445397351,20.338617486666667,NA,Plantago lanceolata
0.19290452631578947,0.2530484074111111,NA,21.786385137592593,13.42191,NA,Plantago major
0.29842857142857143,0.1877,NA,18.084215324,NA,NA,Plantago media
0.2838329642857143,0.1650177142857143,NA,36.758863796363634,27.123405,2.68,Poa annua
0.25176470588235295,0.625,NA,49.9,NA,NA,Poa nemoralis
0.284569027027027,0.3455054285714286,0.210015,27.17865238417323,21.86316,1.1018589557142857,Poa pratensis
0.15492692307692307,0.3117125,NA,30.931112458,42.67458,NA,Poa trivialis
NA,0.165,NA,28.209285714285716,NA,NA,Polygala serpyllifolia
1.205247,0.7525,NA,26.990966117916667,31.912546666666668,2.44,Polygonum aviculare
NA,0.8,NA,19.75,NA,NA,Polystichum setiferum
0.12,19.4712,0.24823040600000001,11.331869753333333,24.7,0.905,Populus alba
0.11494383333333334,15.914243138627661,0.139529428,13.304075550397465,19.80211090909091,1.7784999657142857,Populus tremuloides
0.59,0.24375,NA,25.578,NA,NA,Potentilla anglica
0.8977981428571429,0.15722222222222224,0.24870012866666666,44.18081731463415,24.235534,1.3968543884615385,Potentilla anserina
0.3382,0.16872727272727273,NA,26.288039246296297,NA,NA,Potentilla erecta
0.2788888888888889,0.365625,NA,25.51201976814815,NA,NA,Potentilla reptans
0.5599999999999999,0.07611111111111112,NA,24.6,NA,NA,Potentilla sterilis
0.8496,0.15555555555555556,NA,19.14666666666667,NA,NA,Primula veris
0.9158000000000001,0.115,NA,28.6,NA,NA,Primula vulgaris
0.9634076764705882,0.1576703076923077,NA,29.05130893511811,16.74747,NA,Prunella vulgaris
184.45262461538462,14.552938488372092,NA,13.097064263792735,19.791655,NA,Prunus avium
162.04204175,9.055885714285715,NA,16.998152356673774,28.29912,NA,Prunus cerasus
106.66627444444444,8.142857142857142,NA,20.832427168695652,22.4,1.1400000000000001,Prunus padus
199.47430517647058,2.308,0.128752322,13.634295720791895,22.631700000000002,1.9500000000000002,Prunus spinosa
NA,1.1357142857142857,0.1490965885,17.79844895153846,21.312498333333334,1.386153846153846,Pteridium aquilinum
NA,0.45,NA,30.549999999999997,NA,NA,Pulicaria dysenterica
0.001,0.073125,NA,20.81774636842105,NA,NA,Pyrola minor
2154.1870824,36.39090909090909,NA,9.807496343402226,26,1.4,Quercus petraea
3146.878153857143,17.30856,0.114717025,13.756680329118083,23.88,2.38,Quercus robur
0.177,0.6,NA,NA,NA,NA,Ranunculus abortivus
1.4287692307692308,0.2780681818181818,0.246305419,22.002695164042553,23.65,NA,Ranunculus acris
2.566,0.23125,NA,18.939214286,NA,NA,Ranunculus bulbosus
NA,0.425,NA,NA,NA,NA,Ranunculus lanuginosus
2.3,0.2539090909090909,NA,23.649037416964287,NA,NA,Ranunculus repens
NA,0.17500000000000002,NA,34.734,NA,NA,Ranunculus sardous
16.725875,0.3384615384615385,NA,25.633333333333336,NA,NA,Raphanus raphanistrum
1.654090909090909,0.455,NA,23,NA,NA,Rapistrum rugosum
10.53,0.6,NA,13.5,NA,NA,Rhamnus saxatilis
4.41,1.419,NA,13.109209522603173,NA,NA,Ribes alpinum
0.07400000000000001,0.3273076923076923,NA,41.222692307692306,NA,NA,Rorippa palustris
18,1.375,NA,10.373181818181818,NA,NA,Rosa agrestis
NA,1.0625,NA,21.975,NA,NA,Rosa arvensis
15.58872290909091,1.64,0.229415,12.30852830655868,21.9,NA,Rosa canina
22.254,1.88,NA,9.353055942236843,NA,NA,Rosa dumalis
8.9,1.5,NA,20.34,NA,NA,Rosa multiflora
3.3533333333333335,0.47,NA,19.3,NA,NA,Rubus caesius
2.295,1.82875,NA,15.78375,NA,NA,Rubus fruticosus
NA,0.4,NA,NA,NA,NA,Rubus pruinosus
10.10625,0.175625,NA,24.574182133333334,NA,NA,Rubus saxatilis
4.351333333333334,1.25,0.195675,13.118,17.2,NA,Rubus ulmifolius
0.6545909090909091,0.1354736842105263,0.42,31.233767298382354,34.5583325,1.100150375,Rumex acetosa
0.72092435,0.1329141875,NA,26.433089602093023,33.142292,2.0866025,Rumex acetosella
1.864712142857143,0.725,NA,22,NA,NA,Rumex conglomeratus
1.7043534999999999,0.6165448333333333,NA,23.910978525333334,NA,NA,Rumex crispus
1.4573333333333334,0.6069166666666667,NA,30.19711849357143,NA,NA,Rumex obtusifolius
1.13,0.745,NA,25,NA,NA,Rumex sanguineus
0.01625,0.08,NA,19.25,NA,NA,Sagina procumbens
NA,1.6145454545454545,NA,7.549401316245187,NA,NA,Salix aurita
0.18105,7.190704225352112,NA,NA,NA,NA,Salix bebbiana
0.144700875,7.43835,0.0704864176,12.511054400467513,27,2.1,Salix caprea
NA,2.275,NA,9.422946460002349,NA,NA,Salix cinerea
0.14116533333333334,13.350184615384615,0.09898784,8.712309403102113,26.6,2.38,Salix fragilis
12.94845575,5.445555555555556,0.19440000000000002,19.170458638951185,36.45,2.4,Sambucus nigra
7.429615384615385,0.2181818181818182,0.208731807,19.729252340909092,21.0075,NA,Sanguisorba minor
14.727500000000001,0.24375,NA,21.19111111111111,NA,NA,Scandix pecten-veneris
0.694395,NA,NA,25.82912,21.42406,NA,Scorzoneroides autumnalis
0.37333333333333335,0.675,NA,14.376666666666667,NA,NA,Senecio erucifolius
0.17716641379310344,0.6631428571428571,NA,34.80423148148148,NA,NA,Senecio sylvaticus
0.20904329411764705,0.4220689655172414,NA,42.50938148148148,NA,NA,Senecio vulgaris
1.5929246000000001,0.14375000000000002,NA,22.41808857142857,NA,NA,Sherardia arvensis
1.24,0.65,NA,22.7,NA,NA,Sison amomum
0.41097633333333333,1.165,NA,22.231954108,NA,NA,Sonchus arvensis
0.25535871428571427,0.70125,NA,24.147861698666667,32.9,NA,Sonchus asper
15.6541576,8.704302685897435,NA,10.743085376738314,22.77006,1.8,Sorbus aucuparia
1.47125,0.525,NA,46.49625,NA,NA,Stachys sylvatica
0.075,0.1,NA,NA,NA,NA,Stellaria alsine
0.2715,0.2949,NA,32.70140609,NA,NA,Stellaria graminea
2.92,0.2833333333333333,NA,30.981700232999998,NA,NA,Stellaria holostea
0.4004530869565217,0.20473776923076922,NA,51.352886471764705,40.43831,NA,Stellaria media
1.3685714285714285,0.12605555555555556,NA,17.941785037843136,NA,NA,Succisa pratensis
0.6695,NA,NA,NA,NA,NA,Taraxacum campylodes
0.65024356,0.2625,0.662251656,22.427206362375,24.878952463333334,1.9758483333333334,Taraxacum officinale
1.285,0.13514285714285715,0.130713766,15.669874397692308,20.5261,NA,Teucrium chamaedrys
NA,0.1668888888888889,NA,24.808591776842107,NA,NA,Thymus pulegioides
1.6540000000000001,0.575,NA,28.066666666666666,NA,NA,Torilis japonica
3.111666666666667,NA,NA,NA,NA,NA,Trifolium alexandrinum
0.3054,0.27499999999999997,NA,27.083333333333332,NA,NA,Trifolium campestre
0.7683782307692307,0.4919462258064516,NA,45.08801375347826,NA,NA,Trifolium dubium
1.3811111111111112,0.165,NA,26.576874310476192,NA,NA,Trifolium fragiferum
0.7008333333333333,0.38,NA,25.24627288173913,NA,NA,Trifolium hybridum
3.1625522,0.3705,NA,27.10595633333333,NA,NA,Trifolium incarnatum
1.619137931034483,0.31781818181818183,NA,22.58402993826923,40.53436546,NA,Trifolium pratense
0.5242513488372093,0.13120259523809524,0.480769231,31.78242362154412,42.916905,NA,Trifolium repens
6.5235431724137936,0.081,NA,25,51.3,NA,Trifolium subterraneum
0.49,0.6,NA,NA,NA,NA,Tripleurospermum inodorum
0.4592,0.49266666666666664,NA,22.609290577894736,NA,NA,Trisetum flavescens
37.01769230769231,1.0545454545454545,NA,22.716666666666665,10.4,0.34,Triticum aestivum
2.1500000000000004,NA,NA,NA,NA,NA,Urospermum picroides
0.12627750000000001,0.4807619047619048,NA,22.183465646836364,43.60905,NA,Urtica dioica
0.3542857142857143,0.31765625,0.10416666666666666,20.134725285751635,20.59021875,1,Vaccinium myrtillus
0.292,0.14391304347826087,0.04133333333333333,7.744635855864007,9.523091116666667,1.284,Vaccinium vitis-idaea
0.40075,0.36125,NA,14.31,NA,NA,Verbena officinalis
0.569,0.24,NA,55.2,NA,NA,Veronica agrestis
0.11588588235294117,0.123,NA,27.7401275,NA,NA,Veronica arvensis
0.24710526315789474,0.6166444444444444,NA,41.61966977272727,NA,NA,Veronica beccabunga
0.23856213157894737,0.2471875,NA,32.56957153306452,18.88988,NA,Veronica chamaedrys
NA,0.175,NA,35.925,NA,NA,Veronica filiformis
0.38,0.24722222222222223,NA,36.835300000000004,NA,NA,Veronica montana
0.541,0.5933191489361702,NA,51.2851454275,NA,NA,Veronica persica
0.054556,0.1638888888888889,NA,22.86134349142857,NA,NA,Veronica serpyllifolia
855.3375,0.6427,NA,27.254285714285714,NA,NA,Vicia faba
1.95,0.11,NA,25.8,NA,NA,Vicia lathyroides
3.61,NA,NA,NA,NA,NA,Vicia parviflora
NA,1.5,NA,NA,NA,NA,Vicia pisiformis
24.8787125,0.6966866666666667,NA,27.585087811858408,NA,NA,Vicia sativa
17.645,0.5166666666666666,NA,36.46871491421053,31.87,NA,Vicia sepium
4.2457142857142856,0.38437499999999997,NA,31.896496693333333,NA,NA,Vicia tetrasperma
19.4088,0.29333333333333333,NA,15.015369999999999,NA,NA,Vinca major
0.35183333333333333,0.196875,NA,24.32,NA,NA,Viola arvensis
3.1919999999999997,0.20500000000000002,NA,29.35,NA,NA,Viola odorata
1.185,0.155,NA,24.766666666666666,NA,NA,Viola riviniana
0.4265836666666667,0.251,NA,21.7510825,NA,NA,Vulpia bromoides
0.5772684736842105,0.375,0.007173876181818182,30.246385335974256,42.45889583333334,NA,Vulpia myuros
